review_text,prediction,targets
"Very nice and interesting concept but completely useless because you flipping need wifi to update your checklist?! Furthermore even if my parents didn't control my wifi and I had full access, there should be a way to see all your tasks etc at a glance without having to scroll so much. Also what's the point if you can just go in the settings and set the amount of money you want? And a bunch of my friends joined habitica only to leave because it takes up too much time, and it's not fun enough.",0,0
It's Google calendar with different color scheme,0,0
Not paying $3 a month for something my calendar can do,0,0
I received a notice from planner pro this morning when I went to schedule some appts. it notifies me I cannot use the app until payment received. iI checked my bank and payment was made on 01/26/2019. I will be cancelling as unable to use.,0,0
"Nothing special, limited options, no Google Tasks sync, and costs $2.99/mo? No thanks.",0,1
"Great app, would love customizable notifications and icons. That being said, of course this is a hobby project, just being wishful. Meant no offense. I'd love to reach out, it's always nice to get in touch with a fellow developer",2,2
"This is the closest app I've found since my last upgrade & lost a similar app. Best thing about it, it's VERY user friendly & everythings right at my fingertips. I'm still getting used to it, but loving it so far! I have only one change I'd like to see. I love how I can change the arrangement in my lists, could you make it so I can change the arrangement of my catagories as well. Thank you & I hope I don't loose this one when it comes time to upgrade!",2,2
no funcionan bien las notificaciones y tengo la version de pago,1,1
"Great integration on Google Apps,  especially Calendar.  Attachs pictures, allows you to prioritize.    Great to have. My friends have been asking,  ""How do you Remember everything""?  It's ProPlanner.",2,2
"I have long been an advocate of the Stephen Covey 7 Habits Weekly Planner 
approach. This is the first app I've found that gives me the capability I 
need to do that well. I use the ""projects"" section to set up my ""roles and 
goals,"" and then transfer them to my weekly calendar. My only wish is that 
the tablet and phone app worked with their desktop app; it does not, as far 
as I can tell.",2,2
Oohh im very hardly managing it and its a disgusting app just a waste of time. Also it is not uninstalling.,0,0
Great app! Been wanting a routine type ap for awhile definitely nice to have for my schedual!,2,2
"Okay.. thing is this app is almost gender biased.. the starting avatar it 
gave is already set in female.. and you'll have to earn something to get 
beard and mustache... I thought it will be custom task set ups.. but it's 
already given... Lags a bit too..",1,1
"Be very careful. This syncs with your tasks in Outlook. At first that sounds great, until you find out that if you use any feature of Outlook that isn't in this app (regenerating tasks after completion for example), your tasks are OVERWRITTEN in Outlook with ones compatible with this app, resulting in loss of things like due dates. I lost all my regenerating tasks, replaced by occurring tasks instead, causing so many items to be late. If you use any kind of advanced Outlook tasks, don't use.",0,0
